 (-2.000000000000000000e+00+0.000000000000000000e+00j), (-1.350365654361225154e+02+3.768613630186248929e-15j), (-1.350366250441486500e+02+2.953110412402809874e-15j), (-1.292525938386840210e+02-1.512361548645573653e-14j)
 (-1.800000000000000044e+00+0.000000000000000000e+00j), (-1.239659625025384031e+02-3.044341588139868148e-16j), (-1.239658441615566886e+02-6.188613917092871135e-15j), (-1.191076653132771241e+02-3.537771852640101655e-16j)
 (-1.600000000000000089e+00+0.000000000000000000e+00j), (-1.132815032900317647e+02-1.133215000225692015e-14j), (-1.132813852377844768e+02-2.671903016373389618e-15j), (-1.096698915008007873e+02+2.738287207775292616e-15j)
 (-1.399999999999999911e+00+0.000000000000000000e+00j), (-1.032004216461796489e+02+1.799747054832703009e-17j), (-1.032004460040564453e+02-5.864215993012621533e-15j), (-1.010532484211406086e+02+1.771990649254950563e-15j)
 (-1.199999999999999956e+00+0.000000000000000000e+00j), (-9.419466796231367312e+01+2.407954890611127306e-15j), (-9.419467655225216163e+01+5.463280982869063961e-15j), (-9.329979048663592778e+01-8.010077497630789436e-15j)
 (-1.000000000000000000e+00+0.000000000000000000e+00j), (-8.728335464227569673e+01-8.822351997908256332e-16j), (-8.727677763854944715e+01-3.374010836579075911e-15j), (-8.633140674110680379e+01+8.092132226209273679e-15j)
 (-8.000000000000000444e-01+0.000000000000000000e+00j), (-8.218314853782121077e+01+2.597133817732070022e-15j), (-8.213043665417229988e+01-3.733334981401991362e-16j), (-8.146979382004209924e+01-7.677809689643526449e-15j)
 (-5.999999999999999778e-01+0.000000000000000000e+00j), (-7.816339484019593442e+01-6.232941308707192885e-16j), (-7.802111579779186457e+01-3.441743360402190456e-16j), (-7.752872543781731451e+01-5.208640699616556053e-15j)
 (-4.000000000000000222e-01+0.000000000000000000e+00j), (-7.485125447532597320e+01-4.099198489721640476e-15j), (-7.462755279773421080e+01+3.994096672099040309e-15j), (-7.422704986036481500e+01-2.650593746698421139e-15j)
 (-2.000000000000000111e-01+0.000000000000000000e+00j), (-7.203037450107144934e+01+2.316566029439335272e-15j), (-7.176238499112500335e+01-4.944703985800447827e-15j), (-7.141714246154836587e+01+2.714114096363332581e-15j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-6.958608584617664405e+01+2.366624043115150035e-15j), (-6.930904385039424653e+01-1.353909591543853467e-15j), (-6.900365413966403594e+01+1.124284510699573857e-15j)
 (2.000000000000000111e-01+0.000000000000000000e+00j), (-6.745650095045176897e+01-5.714897857662145651e-16j), (-6.719518204046036658e+01-1.338341125645697013e-15j), (-6.692535820173253569e+01+2.982291585123302412e-15j)
 (4.000000000000000222e-01+0.000000000000000000e+00j), (-6.561076326083038168e+01-1.167005560880688077e-15j), (-6.538097791474592668e+01-7.544202465342402857e-16j), (-6.514814644341969085e+01+2.631961463950105029e-16j)
 (5.000000000000000000e-01+0.000000000000000000e+00j), (-6.478969054570735864e+01+1.359187762217104138e-15j), (-6.458177591966622799e+01+2.174102629286390002e-15j), (-6.437051079572552226e+01+1.908207404103063546e-15j)
 (5.999999999999999778e-01+0.000000000000000000e+00j), (-6.404188985680418966e+01+1.279586542958744885e-15j), (-6.385632225261818462e+01-6.341350168568923839e-16j), (-6.366875349070389234e+01-1.584835649064679107e-15j)
 (8.000000000000000444e-01+0.000000000000000000e+00j), (-6.277962465563807370e+01+1.135374789572895001e-16j), (-6.265362538069422982e+01-2.593962976898054860e-15j), (-6.252364135995011196e+01+3.071049425665747508e-15j)
 (1.000000000000000000e+00+0.000000000000000000e+00j), (-6.198276006206815936e+01+2.918049123060861877e-16j), (-6.194045932252694797e+01+1.436882756029736513e-15j), (-6.194784500827989859e+01-6.549700581731361746e-15j)
 (1.100000000000000089e+00+0.000000000000000000e+00j), (-6.455193491188272503e+01-3.122084034240545959e-17j), (-6.636695189440024478e+01-3.734815497528974699e-15j), (-6.599040540130400245e+01+3.155207538616146178e-15j)
 (1.300000000000000044e+00+0.000000000000000000e+00j), (-7.065995360453204910e+01+5.236374620585029782e-16j), (-7.395707788481297484e+01-1.946317974718226192e-16j), (-7.727735042458859027e+01+7.105427352637918183e-15j)
 (1.399999999999999911e+00+0.000000000000000000e+00j), (-7.505006919393797205e+01-3.599865289319291057e-15j), (-7.896165754571474338e+01-3.103570474057693791e-15j), (-7.902720208954082182e+01-3.434412274366139725e-15j)
 (1.600000000000000089e+00+0.000000000000000000e+00j), (-8.424272838723535983e+01-6.721347573327709438e-15j), (-8.920802447173254279e+01+9.867302571689181498e-16j), (-8.421348931791703762e+01+1.169583069684584345e-14j)
 (1.800000000000000044e+00+0.000000000000000000e+00j), (-9.381082362460561797e+01-2.802808403762731005e-15j), (-9.962670873939110550e+01-4.874829233400222342e-16j), (-9.363952488233589122e+01-2.173893550877542736e-14j)
 (2.000000000000000000e+00+0.000000000000000000e+00j), (-1.032153991529837498e+02-3.803031897741264968e-16j), (-1.032154740505580719e+02-4.351458569383305790e-15j), (-9.641138864547173171e+01+3.005359884301146162e-15j)
