-2.000000000000000000e+00,3.250738665601238608e+01
-1.800000000000000044e+00,3.816520410403609276e+01
-1.600000000000000089e+00,2.306672296533361077e+01
-1.399999999999999911e+00,4.251445710053667426e+01
-1.199999999999999956e+00,4.539806874981150031e+01
-1.000000000000000000e+00,4.245233020279556513e+01
-8.000000000000000444e-01,4.721731838257983327e+01
-5.999999999999999778e-01,5.061100593209266663e+01
-4.000000000000000222e-01,4.637716153683140874e+01
-2.000000000000000111e-01,5.832961077289655805e+01
0.000000000000000000e+00,5.029436058551073074e+01
2.000000000000000111e-01,4.776228649402037263e+01
4.000000000000000222e-01,4.699704215396195650e+01
5.000000000000000000e-01,5.205981009360402822e+01
5.999999999999999778e-01,3.836604403657838702e+01
8.000000000000000444e-01,3.635831393953412771e+01
1.000000000000000000e+00,3.325861242227256298e+01
1.100000000000000089e+00,3.918805398652330041e+01
1.300000000000000044e+00,3.141036197263747454e+01
1.399999999999999911e+00,2.928215706208720803e+01
1.600000000000000089e+00,1.848749733157455921e+01
1.800000000000000044e+00,1.699607428396120667e+01
2.000000000000000000e+00,1.257836645049974322e+01
