 (-2.000000000000000000e+00+0.000000000000000000e+00j), (-6.552273033410340020e+01-1.091728312219998358e-15j), (-6.552280456881109671e+01-2.251728385301383030e-16j), (-5.974954894701669872e+01+4.432498246838797361e-15j)
 (-1.800000000000000044e+00+0.000000000000000000e+00j), (-6.018805979285464502e+01+1.056399265523778819e-16j), (-6.018805047400226016e+01+5.035094597536547826e-15j), (-5.535038672037899943e+01-2.278253930318050943e-16j)
 (-1.600000000000000089e+00+0.000000000000000000e+00j), (-5.504576998574578539e+01+5.182431463069757368e-15j), (-5.504600285116489999e+01-3.754499522070752636e-15j), (-5.134267035525148515e+01+4.295044766773065467e-15j)
 (-1.399999999999999911e+00+0.000000000000000000e+00j), (-5.020187030283778995e+01+1.328630469049828843e-15j), (-5.020190791342329817e+01-4.877694172029282184e-15j), (-4.773643936424502954e+01-1.515969650300140397e-15j)
 (-1.199999999999999956e+00+0.000000000000000000e+00j), (-4.587235932531434202e+01+3.918224673970797574e-15j), (-4.587221308719767876e+01+4.258136127558385678e-15j), (-4.440943191340003438e+01-2.377798873266286772e-15j)
 (-1.000000000000000000e+00+0.000000000000000000e+00j), (-4.250043598816937163e+01-1.122037976101021996e-15j), (-4.240120209010684960e+01+1.030560623286296528e-15j), (-4.120181190674337302e+01-4.114659583472570207e-16j)
 (-8.000000000000000444e-01+0.000000000000000000e+00j), (-4.005003100424325169e+01+1.403723709868256168e-16j), (-3.980373068559992333e+01+9.600763029486521049e-16j), (-3.877801682030277419e+01+8.542969625335437979e-18j)
 (-5.999999999999999778e-01+0.000000000000000000e+00j), (-3.811269229872885234e+01+1.752431762972297175e-15j), (-3.773105279642868481e+01+2.928517602819945954e-16j), (-3.687935596436284413e+01+1.319799807353730499e-15j)
 (-4.000000000000000222e-01+0.000000000000000000e+00j), (-3.649200193781947377e+01+2.032310526577477646e-15j), (-3.601579516093660516e+01-1.581842256079790313e-15j), (-3.528011076883751684e+01+1.196017658046313082e-16j)
 (-2.000000000000000111e-01+0.000000000000000000e+00j), (-3.509730005696240340e+01-1.361351591160677115e-15j), (-3.457413773392661227e+01+1.266500871194847639e-16j), (-3.392290173478036763e+01-6.382124562788020241e-16j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-3.387980177390161884e+01+4.887877389967608321e-16j), (-3.335256842269710376e+01+4.465031822915996892e-16j), (-3.276946120366135773e+01-6.136927905460315813e-16j)
 (2.000000000000000111e-01+0.000000000000000000e+00j), (-3.281214297769695065e+01-1.099951876021009765e-15j), (-3.231500350096457908e+01+1.091983934065757678e-15j), (-3.179376678775111742e+01-9.240498481173161250e-16j)
 (4.000000000000000222e-01+0.000000000000000000e+00j), (-3.188037128003809784e+01-1.610873960599890912e-16j), (-3.143928428064013048e+01-4.643941052292135339e-18j), (-3.098593365458592430e+01-1.314437586010484826e-15j)
 (5.000000000000000000e-01+0.000000000000000000e+00j), (-3.146389877161396953e+01+1.486750026539899820e-16j), (-3.105916334919351485e+01-6.451939995325744804e-17j), (-3.064976292841680916e+01+5.758069387556791493e-16j)
 (5.999999999999999778e-01+0.000000000000000000e+00j), (-3.108153365655990896e+01+1.724696268164162588e-15j), (-3.071833371635986865e+01+2.709091296485471403e-16j), (-3.035414991910791827e+01-1.016069378395825391e-15j)
 (8.000000000000000444e-01+0.000000000000000000e+00j), (-3.043001068128802444e+01-6.046138725157971075e-16j), (-3.016979017439420474e+01-7.688803352684650654e-16j), (-2.991100562009077990e+01+1.652335202325947328e-15j)
 (1.000000000000000000e+00+0.000000000000000000e+00j), (-2.999315619435201796e+01-1.167693632170030907e-15j), (-2.992430498584264953e+01+5.817872800428659421e-16j), (-2.984637134341583575e+01+5.274412388704382751e-16j)
 (1.100000000000000089e+00+0.000000000000000000e+00j), (-3.117461266527831398e+01+6.518195629107442826e-16j), (-3.082256379601602347e+01-2.331029576335168788e-15j), (-3.117466712939006968e+01+1.161791544532872720e-16j)
 (1.300000000000000044e+00+0.000000000000000000e+00j), (-3.567745687765651752e+01+2.567427505116703178e-17j), (-3.463969062661134046e+01-3.753601921026722726e-16j), (-3.278317488573652838e+01+3.780610236544620094e-15j)
 (1.399999999999999911e+00+0.000000000000000000e+00j), (-3.808083895701172850e+01+9.370932955463382481e-16j), (-3.451714990138683703e+01-2.326620941071709109e-15j), (-3.672668672718566540e+01-1.595073380253433680e-15j)
 (1.600000000000000089e+00+0.000000000000000000e+00j), (-4.300400332364068845e+01-4.630903900558729851e-17j), (-4.106141370453825346e+01-4.527057458683640733e-16j), (-4.096871072519090973e+01+3.159003619607849745e-16j)
 (1.800000000000000044e+00+0.000000000000000000e+00j), (-4.203281208894861720e+01-2.526145774178640401e-16j), (-4.801334839050615955e+01-1.175105434058626557e-15j), (-4.552742660574021016e+01+1.482442560984926778e-15j)
 (2.000000000000000000e+00+0.000000000000000000e+00j), (-5.307179680410369116e+01-8.881784064652354315e-16j), (-5.307179680410300904e+01-3.475090375304560029e-15j), (-4.618271459071248586e+01+2.307261208871484899e-15j)
