 (-2.000000000000000000e+00+0.000000000000000000e+00j), (-7.025980965324658989e+00+2.028574006184159514e-16j), (-7.025980965324657213e+00+4.472325257385026981e-19j), (-4.197553840578462925e+00+8.326672684688674053e-17j), (-4.197553840578462925e+00+1.481012361576699001e-16j), (-2.127001479758297453e+00-9.492910662445186932e-17j), (-2.127001479758297009e+00+3.065838100099669109e-16j)
 (-1.899999999999999911e+00+0.000000000000000000e+00j), (-6.781478591208369266e+00-3.578559648588118424e-18j), (-6.781478591208368378e+00-1.387771399143517752e-17j), (-4.090753781793623922e+00+5.070272195374668377e-17j), (-4.090753781793623034e+00-5.273559366969493567e-16j), (-2.044390878277563939e+00+6.282297922029772956e-17j), (-2.044390878277562607e+00+8.142410288319559485e-17j)
 (-1.799999999999999822e+00+0.000000000000000000e+00j), (-6.542943225402192198e+00+5.136341314800869337e-18j), (-6.542943225402188645e+00-5.805925494197625986e-19j), (-3.981693530429052164e+00-4.140118790994096217e-16j), (-3.981693530429049943e+00+3.469446951953614189e-17j), (-1.964733968498350025e+00+9.772212478872091249e-17j), (-1.964733968498351580e+00-6.329906869256346460e-17j)
 (-1.699999999999999734e+00+0.000000000000000000e+00j), (-6.311226010100567940e+00+1.163846041718416821e-17j), (-6.311226010100558170e+00+1.035772482196252474e-17j), (-3.869914886953821576e+00-2.515811148833770068e-19j), (-3.869914886953822020e+00-6.226375389575232183e-17j), (-1.888557132601365929e+00-1.538608913000762362e-16j), (-1.888557132601366151e+00-1.061752965554575335e-16j)
 (-1.599999999999999645e+00+0.000000000000000000e+00j), (-6.087283684812144102e+00-1.628672354292301903e-16j), (-6.087283684812144102e+00+5.941648359598391032e-17j), (-3.754902926874025937e+00+3.489840251884252134e-16j), (-3.754902926874026825e+00+1.526556658859590243e-16j), (-1.816452383999622944e+00-1.281096017376977712e-16j), (-1.816452383999619835e+00+5.219172253067865420e-17j)
 (-1.499999999999999556e+00+0.000000000000000000e+00j), (-5.872169205125980618e+00-5.901586886910544875e-17j), (-5.872169205125978841e+00+1.222026936613187734e-16j), (-3.636101227626189480e+00-1.593919196231557833e-17j), (-3.636101227626185928e+00+1.387778780781445676e-17j), (-1.749063579508317146e+00-1.940967671331685647e-17j), (-1.749063579508316479e+00-1.561645345251117790e-17j)
 (-1.399999999999999467e+00+0.000000000000000000e+00j), (-5.667007835640142765e+00+5.840066976472903897e-17j), (-5.667007835640140989e+00-2.111059529140122797e-17j), (-3.512941912786338161e+00+4.163336342344337027e-17j), (-3.512941912786338161e+00-5.027524474165349544e-16j), (-1.687058087213659796e+00+1.793747714422297463e-16j), (-1.687058087213660684e+00-4.683875501552716417e-17j)
 (-1.299999999999999378e+00+0.000000000000000000e+00j), (-5.472955162917799932e+00-5.997075584217659053e-17j), (-5.472955162917799043e+00-3.089044906345631935e-16j), (-3.384893861135688908e+00+9.828505708133492008e-17j), (-3.384893861135687132e+00+2.359223927328457648e-16j), (-1.631080620458090991e+00-8.962010198736628039e-18j), (-1.631080620458089880e+00-5.710335855225038718e-17j)
 (-1.199999999999999289e+00+0.000000000000000000e+00j), (-5.291136796536611620e+00-2.575629005646323785e-17j), (-5.291136796536615172e+00-8.457825864652482289e-18j), (-3.251528991099498445e+00-3.079898134847141982e-16j), (-3.251528991099495780e+00+6.938893903907228378e-17j), (-1.581689398338331554e+00+3.416567119996818470e-17j), (-1.581689398338331776e+00+1.107895366864233491e-16j)
 (-1.099999999999999201e+00+0.000000000000000000e+00j), (-5.122575518751582457e+00-4.905457362128239755e-17j), (-5.122575518751587786e+00+1.858411714662403470e-17j), (-3.112600394527403225e+00+2.628049583525018106e-17j), (-3.112600394527403669e+00+6.938893903907228378e-18j), (-1.539280945317799132e+00-4.024492962418423799e-17j), (-1.539280945317800242e+00-6.168576499075178505e-17j)
 (-9.999999999999991118e-01+0.000000000000000000e+00j), (-4.968118785068670107e+00+8.335705599159266086e-17j), (-4.968118785068668330e+00-4.786718580015289768e-19j), (-2.968118785068666110e+00-1.942890293094023946e-16j), (-2.968118785068666110e+00+2.339966268741710767e-16j), (-1.504017169930912612e+00-1.016187808006587986e-16j), (-1.504017169930911280e+00-4.147747757810679072e-17j)
 (-8.999999999999990230e-01+0.000000000000000000e+00j), (-4.828384078894503162e+00+9.596428095110794052e-18j), (-4.828384078894496945e+00-5.458603016541682543e-18j), (-2.818408954670320821e+00-1.105622428417360296e-17j), (-2.818408954670320377e+00+4.510281037539698445e-17j), (-1.475773156046457091e+00-4.345144879920942083e-17j), (-1.475773156046457535e+00+5.770888321269373132e-17j)
 (-7.999999999999989342e-01+0.000000000000000000e+00j), (-4.703737611843149757e+00-1.975368346189966789e-17j), (-4.703737611843147981e+00+1.526896157453100566e-17j), (-2.664129806406033474e+00+5.724587470723463412e-17j), (-2.664129806406035694e+00-1.066896389603647291e-16j), (-1.454122249988764271e+00+9.015007226393858289e-20j), (-1.454122249988765603e+00-8.167801139897592944e-18j)
 (-6.999999999999988454e-01+0.000000000000000000e+00j), (-4.594312327028609921e+00+1.083661777397396823e-16j), (-4.594312327028605480e+00-1.170982138707400385e-16j), (-2.506251025246497122e+00+3.343164234796153907e-17j), (-2.506251025246494901e+00-3.469446951953614189e-17j), (-1.438365559416707740e+00-1.129536647354252447e-17j), (-1.438365559416707296e+00-5.497034734516131695e-17j)
 (-5.999999999999987566e-01+0.000000000000000000e+00j), (-4.500058337411940279e+00-2.749090554654433038e-16j), (-4.500058337411943832e+00-1.097389044465855496e-16j), (-2.345992414558139671e+00+1.908195823574487804e-16j), (-2.345992414558138783e+00-1.729324446048398858e-17j), (-1.427600038264500437e+00+1.360749023737241902e-16j), (-1.427600038264499549e+00+3.546313432602765409e-17j)
 (-4.999999999999986677e-01+0.000000000000000000e+00j), (-4.420809626481888799e+00+4.700769795881797889e-16j), (-4.420809626481888799e+00+1.387778780781445676e-17j), (-2.184741648982097662e+00+2.775557561562891351e-17j), (-2.184741648982097662e+00+2.214788262707269170e-16j), (-1.420809626481887911e+00+9.827733631795346731e-17j), (-1.420809626481889909e+00-5.388056053044387540e-18j)
 (-3.999999999999985789e-01+0.000000000000000000e+00j), (-4.356349278047494167e+00-6.765882868947045267e-19j), (-4.356349278047493279e+00+1.613262889365556848e-17j), (-2.023968520109369340e+00-4.104496249414657794e-19j), (-2.023968520109369784e+00+2.671474153004282925e-16j), (-1.416961586707679244e+00+1.101817277713131848e-16j), (-1.416961586707678800e+00-1.588161844956408994e-17j)
 (-2.999999999999984901e-01+0.000000000000000000e+00j), (-4.306460737739142175e+00+1.685418930518034974e-16j), (-1.908889014397614270e+00-3.469446951953614959e-18j), (-1.865149614592396032e+00-2.460970392339344678e-17j), (-4.256643719133047732e+00+6.775376652261530108e-19j), (-1.420065050946014873e+00+4.701839384296352647e-19j), (-1.415094278778946446e+00-4.463406261022130298e-17j)
 (-1.999999999999984013e-01+0.000000000000000000e+00j), (-4.270960468376472363e+00-5.446236585077784896e-19j), (-4.270960468376471475e+00-1.922143022765973140e-19j), (-1.709710773403328776e+00+2.168404344971008868e-19j), (-1.709710773403330331e+00-1.074811787694953616e-16j), (-1.414389096959330017e+00-9.185571332895910989e-18j), (-1.414389096959330239e+00-4.932735761485844350e-17j)
 (-9.999999999999831246e-02+0.000000000000000000e+00j), (-4.249713967315004837e+00+2.224782857940255099e-16j), (-4.249713967315008389e+00+1.244206693143823119e-16j), (-1.558989157900260603e+00+2.168404344971008868e-18j), (-1.558989157900259714e+00+6.045271747253375097e-18j), (-1.414224591563440159e+00-8.508556076570678142e-17j), (-1.414224591563439715e+00+5.160802341031001106e-17j)
 (1.776356839400250465e-15+0.000000000000000000e+00j), (-4.242640687119284770e+00+2.315169178212387863e-17j), (-1.414213562373095368e+00+3.201734304678159839e-17j), (-4.242640687119283882e+00-9.646281551884779950e-17j), (-1.414213562373095368e+00-1.711512560867101138e-17j), (-1.414213562373094701e+00+3.164324871751045100e-17j), (-1.414213562373098698e+00-1.346867748794588138e-16j)
 (1.000000000000018652e-01+0.000000000000000000e+00j), (-4.249713967315007501e+00-2.263814136149733258e-16j), (-4.249713967315009278e+00+1.380406164943594110e-17j), (-1.558989157900265043e+00-2.873135757086586750e-17j), (-1.558989157900265266e+00+4.128479381063682465e-17j), (-1.414224591563438826e+00-9.325507071321923784e-17j), (-1.414224591563438604e+00-2.437095806562504749e-16j)
 (2.000000000000019540e-01+0.000000000000000000e+00j), (-4.270960468376472363e+00+2.264042508252834167e-17j), (-4.270960468376471475e+00+6.338779064873864696e-20j), (-1.709710773403334994e+00-2.791931771903448312e-17j), (-1.709710773403334771e+00+6.938893903907228378e-18j), (-1.414389096959330017e+00-1.718937756891364048e-17j), (-1.414389096959330905e+00+6.060655190076060277e-17j)
