-2.000000000000000000e+00,2.055137562565505505e+01
-1.800000000000000044e+00,2.245882277702912688e+01
-1.600000000000000089e+00,1.739334501698613167e+01
-1.399999999999999911e+00,2.049066724162548780e+01
-1.199999999999999956e+00,1.665933092497289181e+01
-1.100000000000000089e+00,1.409203250659629703e+01
-1.000000000000000000e+00,1.493971234979107976e+01
-9.000000000000000222e-01,1.381180725432932377e+01
-8.000000000000000444e-01,1.780537175014615059e+01
-5.999999999999999778e-01,3.176142730889841914e+01
-4.000000000000000222e-01,4.277984146866947412e+01
-2.000000000000000111e-01,4.916336739994585514e+01
-1.000000000000000056e-01,4.161072169756516814e+01
1.000000000000000056e-01,3.346398473344743252e+01
2.000000000000000111e-01,3.969526124093681574e+01
4.000000000000000222e-01,3.612345089390873909e+01
5.999999999999999778e-01,2.887855655606836081e+01
8.000000000000000444e-01,1.983589711552485824e+01
9.000000000000000222e-01,1.418742730747908354e+01
1.000000000000000000e+00,1.664285195712000132e+01
1.100000000000000089e+00,1.372179644275456667e+01
1.199999999999999956e+00,1.844434314733371139e+01
1.399999999999999911e+00,2.254144644970074296e+01
1.600000000000000089e+00,1.808218211494386196e+01
1.800000000000000044e+00,1.731427611457183957e+01
2.000000000000000000e+00,1.973228522390127182e+01
