-2.000000000000000000e+00,-9.222548283298316107e+00,-8.690371415043532721e+00,-7.158125909124807507e+00
-1.800000000000000044e+00,-8.694244866948199757e+00,-8.106004742216335046e+00,-6.707878967684335336e+00
-1.600000000000000089e+00,-8.182101161859504757e+00,-7.537426606688536701e+00,-6.265331500573308787e+00
-1.399999999999999911e+00,-7.686865681261586758e+00,-6.988024225796245048e+00,-5.832477698368434105e+00
-1.199999999999999956e+00,-7.209228034851146383e+00,-6.462023996504060008e+00,-5.411994427357186055e+00
-1.000000000000000000e+00,-6.749865197375782166e+00,-5.964480975525767725e+00,-5.007458138755627175e+00
-8.000000000000000444e-01,-6.309503230542405916e+00,-5.500942691543291296e+00,-4.623533364651855493e+00
-5.999999999999999778e-01,-5.888991038435378300e+00,-5.076612715533808107e+00,-4.265968197847945120e+00
-4.000000000000000222e-01,-5.489384995342902585e+00,-4.695163180766837030e+00,-3.941125951324327747e+00
-2.000000000000000111e-01,-5.112047534588337605e+00,-4.357912225568407294e+00,-3.654901520904722201e+00
0.000000000000000000e+00,-4.758770483143633712e+00,-4.064177772475913386e+00,-3.411474127809775325e+00
2.000000000000000111e-01,-4.431952080277563155e+00,-3.812833676030738417e+00,-3.239040306007704206e+00
4.000000000000000222e-01,-4.134909362648330422e+00,-3.604454310845995213e+00,-3.111107071949112068e+00
5.000000000000000000e-01,-3.998996419884792708e+00,-3.517638403642530331e+00,-3.068564094391841302e+00
5.999999999999999778e-01,-3.872580161277165089e+00,-3.443923085533075579e+00,-3.043075143259782678e+00
8.000000000000000444e-01,-3.653567917074461047e+00,-3.345053497669066900e+00,-3.054123430448239418e+00
1.000000000000000000e+00,-3.500000000000002665e+00,-3.347759065022573033e+00,-3.178705960712604472e+00
1.100000000000000089e+00,-3.479217309709223382e+00,-3.420068179039198242e+00,-3.273605261319664894e+00
1.300000000000000044e+00,-3.728440289988391498e+00,-3.726947335889720492e+00,-3.332313567735077697e+00
1.399999999999999911e+00,-3.924295366786030748e+00,-3.924005005045713368e+00,-3.354433249452704047e+00
1.600000000000000089e+00,-4.352166086737311090e+00,-4.352166085696781650e+00,-3.454541285300643416e+00
1.800000000000000044e+00,-4.803768540905744899e+00,-4.803768529396847065e+00,-3.611459679164635617e+00
2.000000000000000000e+00,-5.268133780479958617e+00,-5.268133780417858070e+00,-3.803949817770331254e+00
