-2.000000000000000000e+00,-4.576585193804241669e+00,-4.490024363313782629e+00,-4.240476857390302001e+00,-4.186404549772179351e+00,-3.827233114654330581e+00,-3.811218329074252509e+00
-1.800000000000000044e+00,-4.360369519721231768e+00,-4.208325852275506485e+00,-4.084567080494153402e+00,-3.976941767100825142e+00,-3.649768983722515792e+00,-3.627424914813104362e+00
-1.600000000000000089e+00,-4.170576482265063945e+00,-3.956668211533221680e+00,-3.932147558923353436e+00,-3.768341789601861613e+00,-3.482789083998633295e+00,-3.457394072147300434e+00
-1.399999999999999911e+00,-4.007225332432561515e+00,-4.007225332432554410e+00,-3.563864695384524328e+00,-3.563864695384518999e+00,-3.300082838773791494e+00,-3.300082838773788385e+00
-1.199999999999999956e+00,-3.868945983887459139e+00,-3.868945983797362764e+00,-3.367603225900130948e+00,-3.367603225900126063e+00,-3.153773373550630588e+00,-3.153773373550628811e+00
-1.100000000000000089e+00,-3.808709769102449627e+00,-3.808709769102449627e+00,-3.273702746496630400e+00,-3.273702746496624627e+00,-3.084360032652755379e+00,-3.084360032652755379e+00
-1.000000000000000000e+00,-3.754177155694935930e+00,-3.754177155694927936e+00,-3.183107573692264047e+00,-3.183107573692261383e+00,-3.017364276590996486e+00,-3.017364276590992489e+00
-9.000000000000000222e-01,-3.705203959010777481e+00,-3.705202333458499808e+00,-3.096099418650688495e+00,-3.096099353265716836e+00,-2.952805315002098752e+00,-2.952805197095195400e+00
-8.000000000000000444e-01,-3.661668330607870558e+00,-3.661668167462659884e+00,-3.012903061815716654e+00,-3.012903061815703332e+00,-2.890750322613042211e+00,-2.890750322613004464e+00
-5.999999999999999778e-01,-3.590518059534483886e+00,-3.590518059534483442e+00,-2.858621700414404554e+00,-2.858621700414401889e+00,-2.774591634366092130e+00,-2.774591634366089909e+00
-4.000000000000000222e-01,-3.540101015938083240e+00,-3.536881429984206626e+00,-2.723748611674674969e+00,-2.721292010737906164e+00,-2.670275202654950331e+00,-2.669953162107838285e+00
-2.000000000000000111e-01,-3.510006265683890625e+00,-3.510006265683887516e+00,-2.601587808422409775e+00,-2.601587808422404002e+00,-2.578030598749230684e+00,-2.578030598749166291e+00
-1.000000000000000056e-01,-3.502500390869367930e+00,-3.502500390869366154e+00,-2.548502462806184976e+00,-2.548502462806180091e+00,-2.537208040396559561e+00,-2.537208040396556008e+00
1.000000000000000056e-01,-3.502500390869367486e+00,-3.502500390869363933e+00,-2.548502462806187641e+00,-2.548502462806185864e+00,-2.537208040396555120e+00,-2.537208040377239016e+00
2.000000000000000111e-01,-3.510006265683888849e+00,-3.509463076646172741e+00,-2.602058353975928551e+00,-2.601587808422407111e+00,-2.578059876203995682e+00,-2.578030598749228908e+00
4.000000000000000222e-01,-3.540101015938085460e+00,-3.540101015938084572e+00,-2.721292010737905276e+00,-2.721292010737899503e+00,-2.669953162107836953e+00,-2.669953162107836064e+00
5.999999999999999778e-01,-3.590518059534489659e+00,-3.590518059534484774e+00,-2.858621700414404998e+00,-2.858621700414404110e+00,-2.774591634366089465e+00,-2.774591634366081472e+00
8.000000000000000444e-01,-3.661668167462661216e+00,-3.635140868029840266e+00,-3.030029373090879830e+00,-3.012903061815717098e+00,-2.895068005790837784e+00,-2.890750322613043988e+00
9.000000000000000222e-01,-3.705203959010784587e+00,-3.705202683700918431e+00,-3.096099393074497552e+00,-3.096099353265720833e+00,-2.952805264734589930e+00,-2.952805197095197620e+00
1.000000000000000000e+00,-3.754177155694932821e+00,-3.754177155694928825e+00,-3.183107573692265824e+00,-3.183107573692260051e+00,-3.017364276590993821e+00,-3.017364276590992045e+00
1.100000000000000089e+00,-3.808709769102447407e+00,-3.733857291474007134e+00,-3.321572692427941842e+00,-3.273702746496628624e+00,-3.097440665423284223e+00,-3.084360032652756267e+00
1.199999999999999956e+00,-3.868945983797370758e+00,-3.868945983797366761e+00,-3.367603225900128727e+00,-3.367603225900127839e+00,-3.153773373550644799e+00,-3.153773373550640358e+00
1.399999999999999911e+00,-4.007225332432558851e+00,-4.007225331705869031e+00,-3.563864695384521664e+00,-3.563864695384521220e+00,-3.300082838773791494e+00,-3.300082838773786165e+00
1.600000000000000089e+00,-4.170576482265059504e+00,-3.956659337045915326e+00,-3.932147719261405161e+00,-3.768341789601861613e+00,-3.482787191828630391e+00,-3.457394072147303543e+00
1.800000000000000044e+00,-4.360369519721228215e+00,-4.208325921570927441e+00,-4.084567072204873028e+00,-3.976941767100822478e+00,-3.649768948975537608e+00,-3.627424914813103918e+00
2.000000000000000000e+00,-4.576585193804254992e+00,-4.490024363336861057e+00,-4.240476857367033503e+00,-4.186404549772174910e+00,-3.827233114659156055e+00,-3.811218329074253397e+00
