 (-2.000000000000000000e+00+0.000000000000000000e+00j), (-3.253813193819753202e+00-1.110223024625156540e-16j), (-3.253813193819751426e+00-9.607331135903477318e-17j), (-1.780187435611851443e+00-4.685771946244810586e-17j), (-1.780187435611852553e+00+2.775557561562891351e-17j), (-1.017745216319962731e+00-4.796371384712526093e-17j), (-1.017745216319963397e+00-9.109790082337957221e-17j)
 (-1.899999999999999911e+00+0.000000000000000000e+00j), (-3.117554391859360674e+00-2.289930082698071044e-16j), (-3.117554391859359342e+00+3.312520486658457640e-18j), (-1.730833716492068852e+00+1.249000902703301108e-16j), (-1.730833716492067742e+00+8.949084969402895359e-17j), (-9.704633365009709411e-01+1.220735872668253624e-16j), (-9.704633365009722734e-01+6.509055529983573768e-17j)
 (-1.799999999999999822e+00+0.000000000000000000e+00j), (-2.982869328070429482e+00-6.934370801658680300e-21j), (-2.982869328070428594e+00-5.700011157965917316e-17j), (-1.681172132971497035e+00-6.196233021726836595e-17j), (-1.681172132971496369e+00+4.163336342344337027e-17j), (-9.237432998730282785e-01-5.097262172159218128e-18j), (-9.237432998730285005e-01-2.112240286002630618e-17j)
 (-1.699999999999999734e+00+0.000000000000000000e+00j), (-2.850037235005310254e+00-8.918132003120557290e-17j), (-2.850037235005309810e+00+1.734723475976807094e-18j), (-1.631088120412849785e+00-4.576062467915302111e-17j), (-1.631088120412851117e+00+1.110223024625156540e-16j), (-8.777289426737080458e-01+7.186756781358378780e-17j), (-8.777289426737071576e-01+7.944274263999617611e-17j)
 (-1.599999999999999645e+00+0.000000000000000000e+00j), (-2.719402243522972995e+00+1.363774768689887025e-17j), (-2.719402243522972107e+00+1.618275508063634083e-52j), (-1.580429767910392025e+00+6.938893903907228378e-18j), (-1.580429767910392913e+00-1.305735805746742151e-17j), (-8.326060171116507203e-01-1.019933910395288167e-16j), (-8.326060171116511643e-01-5.499749220338646471e-17j)
 (-1.499999999999999556e+00+0.000000000000000000e+00j), (-2.591389956505035119e+00+2.391926836401207060e-17j), (-2.591389956505034675e+00-1.206483391946671380e-16j), (-1.528996594119727215e+00+9.714451465470119729e-17j), (-1.528996594119727215e+00-3.345958693357694620e-17j), (-7.886143187730393356e-01+1.696452840488396080e-17j), (-7.886143187730395576e-01+2.033365343165637475e-17j)
 (-1.399999999999999467e+00+0.000000000000000000e+00j), (-2.466526958979367024e+00-1.361886683602861401e-17j), (-2.466526958979367468e+00+2.398718791806544994e-17j), (-1.476526447526133934e+00-1.076674194167286129e-17j), (-1.476526447526133046e+00-2.818925648462311914e-18j), (-7.460619055708430647e-01-2.205832618497687093e-17j), (-7.460619055708437308e-01+5.811717410928212564e-18j)
 (-1.299999999999999378e+00+0.000000000000000000e+00j), (-2.345461821602507602e+00+2.031616727264669358e-17j), (-2.345461821602508934e+00-2.509124684577512112e-17j), (-1.422682124754460098e+00+1.627409862323544414e-16j), (-1.422682124754460098e+00+9.714451465470119729e-17j), (-7.053398749168362514e-01+3.691997359612323500e-17j), (-7.053398749168355852e-01-1.803619246929683194e-17j)
 (-1.199999999999999289e+00+0.000000000000000000e+00j), (-2.228983627232730136e+00-1.405440563003115481e-18j), (-2.228983627232731468e+00-1.430875075003027663e-17j), (-1.367041793259993199e+00+9.736145867988030085e-17j), (-1.367041793259992088e+00-6.938893903907228378e-18j), (-6.669336920513991851e-01+1.727288735756825994e-17j), (-6.669336920513994071e-01-6.774537268251875883e-18j)
 (-1.099999999999999201e+00+0.000000000000000000e+00j), (-2.118029810549726388e+00-4.031577776041479641e-17j), (-2.118029810549726388e+00+1.263215471291298319e-20j), (-1.309101456868390079e+00+3.013578771096078423e-17j), (-1.309101456868391189e+00-6.938893903907228378e-18j), (-6.314229358178755636e-01+1.709435833113206812e-17j), (-6.314229358178762297e-01+4.434777108565919879e-18j)
 (-9.999999999999991118e-01+0.000000000000000000e+00j), (-2.013669746062923149e+00+8.949010013739343367e-17j), (-2.013669746062924926e+00+1.571155699528415855e-17j), (-1.248302881332744363e+00-6.347088481075978749e-17j), (-1.248302881332744141e+00-2.081668171172168513e-17j), (-5.994561836898288920e-01-5.945736290062110305e-18j), (-5.994561836898290030e-01+6.615488247902183044e-17j)
 (-8.999999999999990230e-01+0.000000000000000000e+00j), (-1.917047605217426121e+00-1.039315147749070387e-17j), (-1.917047605217424566e+00-6.825009399117459399e-18j), (-1.184103000309105314e+00-2.552156604506121352e-17j), (-1.184103000309105314e+00-2.428612866367529932e-17j), (-5.716852005100547807e-01+4.088259299514660449e-17j), (-5.716852005100546696e-01+4.309706565779875188e-17j)
 (-7.999999999999989342e-01+0.000000000000000000e+00j), (-1.829275368155863557e+00-2.471358995447375811e-17j), (-1.829275368155864667e+00+1.101754505927698584e-16j), (-1.116092958038001459e+00+2.677101334447972012e-18j), (-1.116092958038002125e+00-3.816391647148975608e-17j), (-5.486505206692952052e-01+1.551262606755423193e-16j), (-5.486505206692950942e-01+9.783092661633426921e-18j)
 (-6.999999999999988454e-01+0.000000000000000000e+00j), (-1.751291797087435320e+00+1.284736655431749534e-17j), (-1.751291797087435098e+00+2.775557561562891351e-17j), (-1.044149303428036246e+00-3.377580012412661189e-17j), (-1.044149303428035358e+00-3.469446951953614189e-17j), (-5.306362355140652465e-01+1.790166807496822311e-18j), (-5.306362355140652465e-01+2.680651629876715621e-17j)
 (-5.999999999999987566e-01+0.000000000000000000e+00j), (-1.683737370315093074e+00-6.148665815680718855e-18j), (-1.683737370315091741e+00+1.695269529314378623e-18j), (-9.685647599781581629e-01+4.220760963379226501e-17j), (-9.685647599781581629e-01-6.938893903907228378e-18j), (-5.175469913460328808e-01-1.050179373106373468e-17j), (-5.175469913460325477e-01-1.497291786337239924e-17j)
