 (-2.000000000000000000e+00+0.000000000000000000e+00j), (-9.222548283298316107e+00+8.087169483396083885e-17j), (-8.690371415043532721e+00+2.259314970317126242e-16j), (-7.158125909124807507e+00-2.137539812439350849e-16j)
 (-1.800000000000000044e+00+0.000000000000000000e+00j), (-8.694244866948199757e+00+7.317712799299816655e-17j), (-8.106004742216335046e+00+2.755197840164351110e-17j), (-6.707878967684335336e+00+1.522217646207184517e-16j)
 (-1.600000000000000089e+00+0.000000000000000000e+00j), (-8.182101161859504757e+00+4.492754387121470478e-18j), (-7.537426606688536701e+00+3.972886459190828984e-16j), (-6.265331500573308787e+00+1.105727303632415959e-16j)
 (-1.399999999999999911e+00+0.000000000000000000e+00j), (-7.686865681261586758e+00-5.945815497299936659e-19j), (-6.988024225796245048e+00+1.021171318039868468e-16j), (-5.832477698368434105e+00+9.149289783807512156e-17j)
 (-1.199999999999999956e+00+0.000000000000000000e+00j), (-7.209228034851146383e+00-2.929093886082435417e-16j), (-6.462023996504060008e+00-1.651620335991577740e-17j), (-5.411994427357186055e+00-3.852199655124538874e-17j)
 (-1.000000000000000000e+00+0.000000000000000000e+00j), (-6.749865197375782166e+00+1.065188104115838096e-16j), (-5.964480975525767725e+00-8.424019897162934018e-17j), (-5.007458138755627175e+00+2.821615602914323836e-16j)
 (-8.000000000000000444e-01+0.000000000000000000e+00j), (-6.309503230542405916e+00+1.094690461268860837e-16j), (-5.500942691543291296e+00-7.265504735402796828e-17j), (-4.623533364651855493e+00-5.780981537951711650e-17j)
 (-5.999999999999999778e-01+0.000000000000000000e+00j), (-5.888991038435378300e+00+2.043947780643664318e-17j), (-5.076612715533808107e+00+7.269969699854655911e-17j), (-4.265968197847945120e+00+1.067579564485945066e-17j)
 (-4.000000000000000222e-01+0.000000000000000000e+00j), (-5.489384995342902585e+00+7.353158127016993580e-17j), (-4.695163180766837030e+00-2.194235589307845346e-17j), (-3.941125951324327747e+00+5.306677001732859420e-17j)
 (-2.000000000000000111e-01+0.000000000000000000e+00j), (-5.112047534588337605e+00-1.925907833380053033e-17j), (-4.357912225568407294e+00-6.946368572577251932e-18j), (-3.654901520904722201e+00-2.896448326261309964e-17j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-4.758770483143633712e+00+3.433149322387455392e-17j), (-4.064177772475913386e+00+7.157861444044176786e-18j), (-3.411474127809775325e+00+1.291458935444807189e-16j)
 (2.000000000000000111e-01+0.000000000000000000e+00j), (-4.431952080277563155e+00+9.383981122306498838e-19j), (-3.812833676030738417e+00+2.267809068141343457e-16j), (-3.239040306007704206e+00-4.467131700168855050e-17j)
 (4.000000000000000222e-01+0.000000000000000000e+00j), (-4.134909362648330422e+00+5.120566064598770865e-17j), (-3.604454310845995213e+00+1.090351344687292542e-16j), (-3.111107071949112068e+00-3.854835737241960164e-17j)
 (5.000000000000000000e-01+0.000000000000000000e+00j), (-3.998996419884792708e+00-3.041888973964135110e-16j), (-3.517638403642530331e+00-6.263031175576260915e-18j), (-3.068564094391841302e+00+3.199795917191466239e-17j)
 (5.999999999999999778e-01+0.000000000000000000e+00j), (-3.872580161277165089e+00-6.979395705713600081e-17j), (-3.443923085533075579e+00-2.659428955968628078e-17j), (-3.043075143259782678e+00-6.445344113643288593e-17j)
 (8.000000000000000444e-01+0.000000000000000000e+00j), (-3.653567917074461047e+00-2.148310407565255630e-17j), (-3.345053497669066900e+00+9.148873010658789329e-17j), (-3.054123430448239418e+00-2.770703504491808703e-18j)
 (1.000000000000000000e+00+0.000000000000000000e+00j), (-3.500000000000002665e+00-8.291344234996355832e-18j), (-3.347759065022573033e+00-1.379260598910466479e-19j), (-3.178705960712604472e+00+1.373356764133081787e-16j)
 (1.100000000000000089e+00+0.000000000000000000e+00j), (-3.479217309709223382e+00+7.521045621380862467e-17j), (-3.420068179039198242e+00-6.542436219084964104e-17j), (-3.273605261319664894e+00-4.890683348921473130e-17j)
 (1.300000000000000044e+00+0.000000000000000000e+00j), (-3.728440289988391498e+00-1.372527314603084566e-16j), (-3.726947335889720492e+00+3.478322399310775825e-17j), (-3.332313567735077697e+00-8.138464838894687895e-18j)
 (1.399999999999999911e+00+0.000000000000000000e+00j), (-3.924295366786030748e+00-9.338710123786429125e-17j), (-3.924005005045713368e+00-4.839441284552270623e-17j), (-3.354433249452704047e+00-4.272135410743443889e-17j)
 (1.600000000000000089e+00+0.000000000000000000e+00j), (-4.352166086737311090e+00-1.265290711444683036e-17j), (-4.352166085696781650e+00-5.050819419175194899e-17j), (-3.454541285300643416e+00+1.445470961687472106e-17j)
 (1.800000000000000044e+00+0.000000000000000000e+00j), (-4.803768540905744899e+00+1.567653235386942735e-16j), (-4.803768529396847065e+00+2.735096332047846012e-16j), (-3.611459679164635617e+00-5.425135882895353408e-18j)
 (2.000000000000000000e+00+0.000000000000000000e+00j), (-5.268133780479958617e+00+5.031849772644564407e-17j), (-5.268133780417858070e+00+2.599918171392317864e-17j), (-3.803949817770331254e+00-8.330977663468645030e-17j)
