0.1,-16.037520355606627,-14.233788942512854,-14.222761045766978,-14.204922791358248,-14.18104357973002,-14.152121874449461,-14.119321176268436,-14.083904038888999,-14.04717039233665,-14.010404121156023,-13.97482957791175,-13.941577975582367,-13.9116625408754,-13.885960842325098,-13.865202654426136,-13.849961902973082
0.2,-16.150327785700924,-14.542077448370463,-14.517817124657471,-14.47894955329625,-14.427604029608332,-14.366389747015313,-14.29814808936102,-14.22574615930139,-14.15192859773356,-14.079225070740181,-14.009901028762162,-13.945937509815135,-13.889028058932881,-13.840584311012814,-13.801744907561583,-13.773384700354956
0.3,-16.339177569795297,-14.92534873141293,-14.884979915924578,-14.821165725362917,-14.73833437462746,-14.641507092978015,-14.53569985547997,-14.425556624624667,-14.315184534689264,-14.208118747006498,-14.10735232141756,-14.015389417648068,-13.934300123507157,-13.865767814728624,-13.81112654068185,-13.771388834805459
0.4,-16.605385586232813,-15.384509473184487,-15.32421683446081,-15.230685099004234,-15.112057017805212,-14.976664717335998,-14.83199062835974,-14.684320284612797,-14.538782245746027,-14.399526584296716,-14.269915006304862,-14.152677549043014,-14.10334072141244,-14.050028742119645,-14.009808985955786,-13.96374923035666
0.5,-16.9509260172415,-15.92089311353268,-15.835534062932,-15.706593613187463,-15.547890788699862,-15.37178984840629,-15.188064252538117,-15.004114903597205,-14.825547206812718,-14.805501159223097,-14.676560709478498,-14.656686324825811,-14.591201658877967,-14.517857884990955,-14.500943289496139,-14.432498834390097
0.6,-17.37859726467447,-16.53624713025628,-16.418800981424482,-16.247962325903675,-16.045539043065027,-15.827917342264131,-15.606276898668265,-15.576450847006347,-15.405612191485535,-15.388270932733734,-15.288166042653799,-15.203188908646677,-15.179375897019911,-15.085742759815071,-14.985567207845895,-14.983716531139716
0.7,-17.892299370719407,-17.23265699910744,-17.073488850946386,-16.854040813904916,-16.60582572924224,-16.413846479334293,-16.347699929889554,-16.19439844229257,-16.090642102445855,-16.035230294132017,-15.946183357629973,-15.84159633906774,-15.787015209469157,-15.688057558277453,-15.605425263710126,-15.567567172427571
0.8,-18.497502398999085,-18.012298250884907,-17.798313809152152,-17.52485868651925,-17.313109661038066,-17.231578708065307,-17.03965453840493,-16.936084599351677,-16.8256700966722,-16.746374559951015,-16.64729698596046,-16.532390118218284,-16.450880451237378,-16.37075721555907,-16.340465948557846,-16.258934995585346
0.9,-19.201990266882465,-18.87680904729423,-18.590831773870185,-18.265650554281923,-18.26257670517648,-17.93739548558823,-17.928892747483754,-17.651418212164195,-17.603711527895623,-17.601173504656142,-17.326236992576007,-17.317734254471663,-17.285171652912688,-17.275992285068003,-16.992553034883468,-16.99001501164381
1.0,-20.0163879004851,-19.826060237190287,-19.4471285473922,-19.256800884097032,-19.07335215844743,-18.88302449515244,-18.708116047215498,-18.517788383920564,-18.50409280535425,-18.354727848477598,-18.313765142059477,-18.16440018518275,-18.138856694122317,-18.01638790048507,-17.948529030827366,-17.826060237190184
1.1,-20.950613101059947,-20.856549454989114,-20.3618051377998,-20.267741491729048,-19.96562353153467,-19.87155988546386,-19.580471473032684,-19.48640782696178,-19.376815568274516,-19.282751922203616,-19.20845541858747,-19.11439177251649,-18.991663509772632,-18.897599863701643,-18.85256014721653,-18.758496501145572
1.2,-22.000764786893185,-21.96059686223864,-21.3283602700546,-21.28819234540009,-20.93809131106338,-20.8979233864089,-20.544694137777473,-20.504526213122844,-20.265686794224976,-20.22551886957013,-20.16064691913971,-20.120478994485115,-19.872289620939103,-19.832121696284343,-19.79154187317477,-19.7513739485201
1.3,-23.143458122103482,-23.127483651854526,-22.339844854916816,-22.323870384667764,-21.973188505389803,-21.95721403514061,-21.58080422151195,-21.564829751262856,-21.19024936140187,-21.174274891152862,-21.169575238202967,-21.153600767953968,-20.811649268968747,-20.79567479871959,-20.77719095432531,-20.761216484076293
1.4,-24.35212848572024,-24.3458306442729,-23.38951757761062,-23.383219736163436,-23.05120910593212,-23.04491126448487,-22.665804324853585,-22.65950648340621,-22.272960103404756,-22.26666226195749,-22.088598197822684,-22.082300356375285,-21.8878915781276,-21.88159373668028,-21.70319341674396,-21.696895575296796
1.5,-25.608017732852332,-25.605480285118695,-24.47129386501824,-24.468756417284716,-24.159525632844048,-24.156988185110592,-23.78422880631755,-23.781691358584332,-23.39208018535023,-23.38954273761685,-23.022801765009802,-23.02026431727628,-23.002918532294284,-23.000381084560765,-22.647504938483433,-22.644967490750098
1.6,-26.899255524446126,-26.898198424420247,-25.579943655792693,-25.578886555767063,-25.291003575345435,-25.2899464753197,-24.927013019644445,-24.92595591961887,-24.537533923474484,-24.53647682344867,-24.146089345481965,-24.1450322454562,-23.9716917066923,-23.97063460666644,-23.765547101177777,-23.76449000115201
1.7,-28.21804767488466,-28.217590733680506,-26.71110336375744,-26.71064642255332,-26.441254452736338,-26.440797511531994,-26.08863959714448,-26.088182655940336,-25.703046386170257,-25.702589444966137,-25.31066603688955,-25.310209095685348,-24.934310141608943,-24.93385320040465,-24.926365499040195,-24.925908557835854
1.8,-29.558953417014465,-29.558748468177157,-27.86118944744195,-27.860984498604672,-27.607218951320803,-27.60701400248337,-27.265464692345933,-27.265259743508604,-26.884439312938603,-26.884234364101317,-26.49210531058482,-26.4919003617475,-26.105020745704685,-26.104815796867392,-25.909454981748176,-25.909250032910702
1.9,-30.917982281203745,-30.917887032451713,-29.027277596633198,-29.02718234788162,-28.786565276570048,-28.786470027818485,-28.454896613558542,-28.45480136480683,-28.07876002833809,-28.078664779586433,-27.687174244625147,-27.68707899587351,-27.298078400528272,-27.2979831517766,-26.923304949089456,-26.923209700337598
