0.000000000000000000e+00,-1.200000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01
1.000000000000000056e-01,-1.202751408992030058e+01,-1.022117495733420078e+01,-1.020263212988660051e+01
2.000000000000000111e-01,-1.211022676976259937e+01,-1.049628980745329976e+01,-1.045584266766180015e+01
2.999999999999999889e-01,-1.224865951011189935e+01,-1.082546670478070006e+01,-1.075889310714389957e+01
4.000000000000000222e-01,-1.244371724128949985e+01,-1.120903266261269948e+01,-1.111099668044940003e+01
5.000000000000000000e-01,-1.269674837736789996e+01,-1.164747600793499949e+01,-1.151121652371350024e+01
5.999999999999999778e-01,-1.300964293290009977e+01,-1.214136983788580082e+01,-1.195834816378340015e+01
6.999999999999999556e-01,-1.338498484797900012e+01,-1.269123078242269997e+01,-1.245079645527870049e+01
8.000000000000000444e-01,-1.382626965389190055e+01,-1.329727040392189963e+01,-1.298647109096349972e+01
9.000000000000000222e-01,-1.433811397882029937e+01,-1.395901002707859995e+01,-1.356273614567800045e+01
1.000000000000000000e+00,-1.492597110990869957e+01,-1.467480903179139951e+01,-1.417644585156580028e+01
1.100000000000000089e+00,-1.559395654871240033e+01,-1.544150165737240066e+01,-1.482407416669460076e+01
1.199999999999999956e+00,-1.634010037815290062e+01,-1.625441021480720138e+01,-1.550191017822460005e+01
1.300000000000000044e+00,-1.715376091816839832e+01,-1.710782811043710083e+01,-1.620626799914670002e+01
1.399999999999999911e+00,-1.801998298035670132e+01,-1.799575235723279931e+01,-1.693366275237389829e+01
1.500000000000000000e+00,-1.892537641600049980e+01,-1.891252608571760163e+01,-1.768092667453629829e+01
1.600000000000000089e+00,-1.986013383762999851e+01,-1.985320544056310155e+01,-1.844526392653050095e+01
1.699999999999999956e+00,-2.081748314490209850e+01,-2.081366664355369878e+01,-1.922425763782660013e+01
1.800000000000000044e+00,-2.179270741194549998e+01,-2.179055592834599864e+01,-2.001584675448649975e+01
1.899999999999999911e+00,-2.278241643035890007e+01,-2.278117513699039876e+01,-2.081828770621270053e+01
2.000000000000000000e+00,-2.378408974587760127e+01,-2.378335732362059929e+01,-2.163011121435550166e+01
