-2.000000000000000000e+00,5.598156140279024839e+01
-1.800000000000000044e+00,8.087979675270617008e+01
-1.600000000000000089e+00,8.545290441112592816e+01
-1.399999999999999911e+00,8.512102143233641982e+01
-1.199999999999999956e+00,7.833188016107305884e+01
-1.000000000000000000e+00,1.113591381553560495e+02
-8.000000000000000444e-01,9.704554315051063895e+01
-5.999999999999999778e-01,1.068608404346741736e+02
-4.000000000000000222e-01,1.200854568774811924e+02
-2.000000000000000111e-01,1.438258959101513028e+02
0.000000000000000000e+00,1.703116345601156354e+02
2.000000000000000111e-01,1.567947107381187379e+02
4.000000000000000222e-01,1.439888351834379137e+02
5.000000000000000000e-01,1.350979056619107723e+02
5.999999999999999778e-01,1.263499467889778316e+02
8.000000000000000444e-01,1.698745508440770209e+02
1.000000000000000000e+00,2.455701203891076148e+02
1.100000000000000089e+00,1.195265533206984401e+02
1.300000000000000044e+00,3.839199943700805306e+01
1.399999999999999911e+00,3.571922262897714972e+01
1.600000000000000089e+00,3.346290689753368497e+01
1.800000000000000044e+00,4.333580769784748554e+01
2.000000000000000000e+00,3.793062499724328518e+01
