-2.000000000000000000e+00,-4.372281323269016085e+00,-3.236067977499791581e+00,-1.000000000000000444e+00
-1.800000000000000044e+00,-4.135060334655369374e+00,-2.959126028197399449e+00,-9.000000000000005773e-01
-1.600000000000000089e+00,-3.902113701956377412e+00,-2.686796226411320987e+00,-8.000000000000007105e-01
-1.399999999999999911e+00,-3.673743179459560970e+00,-2.420465053408523914e+00,-7.000000000000008438e-01
-1.199999999999999956e+00,-3.450271893343338725e+00,-2.162049935181332039e+00,-6.000000000000003109e-01
-1.000000000000000000e+00,-3.232050807568877637e+00,-1.914213562373095590e+00,-5.000000000000004441e-01
-8.000000000000000444e-01,-3.019469664652404184e+00,-1.680624847486569262e+00,-4.000000000000004663e-01
-5.999999999999999778e-01,-2.812974995286251723e+00,-1.466190378969060681e+00,-2.999999999999994893e-01
-4.000000000000000222e-01,-2.613099200587225557e+00,-1.277032961426901148e+00,-2.000000000000000111e-01
-2.000000000000000111e-01,-2.420506897465811047e+00,-1.119803902718556676e+00,-9.999999999999953371e-02
0.000000000000000000e+00,-2.236067977499789805e+00,-1.000000000000000000e+00,-3.681433052767001599e-16
2.000000000000000111e-01,-2.060971093281154243e+00,-9.198039027185571648e-01,-5.953580418465881374e-02
4.000000000000000222e-01,-1.896894581800204982e+00,-8.770329614269003482e-01,-1.162046187870204306e-01
5.000000000000000000e-01,-1.819704979752814866e+00,-8.680339887498949025e-01,-1.424670162573082599e-01
5.999999999999999778e-01,-1.746245374969805475e+00,-8.661903789690603706e-01,-1.667296203164483626e-01
8.000000000000000444e-01,-1.612432496314331498e+00,-8.806248474865696618e-01,-2.070371683380704542e-01
1.000000000000000000e+00,-1.500000000000000000e+00,-9.142135623730953675e-01,-2.320508075688774707e-01
1.100000000000000089e+00,-1.453441947702815540e+00,-9.366068747318502252e-01,-2.370398462803853246e-01
1.300000000000000044e+00,-1.382684627891368256e+00,-9.901219466856726603e-01,-2.286893223735086411e-01
1.399999999999999911e+00,-1.359268852968615882e+00,-1.020465053408525780e+00,-2.144743264909445835e-01
1.600000000000000089e+00,-1.336435305570500498e+00,-1.086796226411320454e+00,-1.656783963858755315e-01
1.800000000000000044e+00,-1.342660932331792178e+00,-1.159126028197400737e+00,-9.239940232357696237e-02
2.000000000000000000e+00,-1.372281323269013864e+00,-1.236067977499789805e+00,5.551115123125782702e-17
