-2.000000000000000000e+00,2.126511053461581469e+01
-1.800000000000000044e+00,1.890146774193271995e+01
-1.600000000000000089e+00,2.343210872588679194e+01
-1.399999999999999911e+00,2.866122002527117729e+01
-1.199999999999999956e+00,2.580910533154383302e+01
-1.000000000000000000e+00,2.880195269919931889e+01
-8.000000000000000444e-01,5.500337731000036001e+01
-5.999999999999999778e-01,4.196348230354487896e+01
-4.000000000000000222e-01,4.890646383678540587e+01
-2.000000000000000111e-01,4.789046724885702133e+01
0.000000000000000000e+00,5.373390032444149256e+01
2.000000000000000111e-01,6.114243492390960455e+01
4.000000000000000222e-01,5.802759731002151966e+01
5.000000000000000000e-01,6.132047485839575529e+01
5.999999999999999778e-01,6.110878504114225507e+01
8.000000000000000444e-01,4.843394843814894557e+01
1.000000000000000000e+00,7.372625146806240082e+01
1.100000000000000089e+00,4.107678107405081391e+01
1.300000000000000044e+00,3.037805665377527475e+01
1.399999999999999911e+00,2.780393263557925820e+01
1.600000000000000089e+00,3.511289977887645364e+01
1.800000000000000044e+00,1.354977966798469424e+01
2.000000000000000000e+00,1.839926938526332378e+01
