-8.000000000000000444e-01,-3.593743247950150543e+00,-3.460206473025770002e+00,-2.925281696747308313e+00,-2.902926530834168073e+00,-2.842083965632160591e+00,-2.320766260667470160e+00
-5.999999999999999778e-01,-3.309668688793426572e+00,-3.309668688793425240e+00,-3.099479970924666983e+00,-2.614603301981658134e+00,-2.614603301981656802e+00,-2.541400121409207014e+00
-4.000000000000000222e-01,-3.127791761678007099e+00,-3.001894739684840108e+00,-2.941081310507846602e+00,-2.530228322498752735e+00,-2.380328564056445995e+00,-2.371679648652150529e+00
-2.000000000000000111e-01,-3.030470080378034670e+00,-3.002505121647569997e+00,-2.993159193565823273e+00,-2.197871705491107441e+00,-2.167794463497923818e+00,-2.161281043161881854e+00
-1.000000000000000056e-01,-3.007529029347954186e+00,-3.000700530190763882e+00,-3.000307669612392036e+00,-2.083725257919928353e+00,-2.077463858766619875e+00,-2.075651426550967127e+00
1.000000000000000056e-01,-3.007529029347955962e+00,-3.000302310449037169e+00,-3.000301845406425638e+00,-2.083725266412292054e+00,-2.077463858766619431e+00,-2.003925599316866979e+00
2.000000000000000111e-01,-3.030470080378033781e+00,-3.003137648003994187e+00,-2.993120929231178451e+00,-2.197871769654584639e+00,-2.167794463497923374e+00,-2.016043922812071898e+00
4.000000000000000222e-01,-3.127791761678007543e+00,-3.028743439228962053e+00,-2.941052330540705029e+00,-2.530228328428928641e+00,-2.380328564056444662e+00,-2.058033993081394009e+00
5.999999999999999778e-01,-3.309668688793421687e+00,-3.001647291130089101e+00,-2.976798863588618893e+00,-2.886942642775754297e+00,-2.634642535210578895e+00,-2.614603301981655914e+00
8.000000000000000444e-01,-3.593743247950150543e+00,-3.593743247950149655e+00,-3.190391262067620914e+00,-2.842083965632163256e+00,-2.842083965632159259e+00,-2.774854629461269262e+00
9.000000000000000222e-01,-3.772674759843140713e+00,-3.772674759843028358e+00,-3.251204920277425803e+00,-2.950413602550660652e+00,-2.950110152331547830e+00,-2.187404670242987681e+00
1.000000000000000000e+00,-3.971846027643747057e+00,-3.971846027643744836e+00,-3.323719673824387932e+00,-3.057441930507759587e+00,-3.057441930507757366e+00,-3.033250216891692386e+00
1.100000000000000089e+00,-4.187449168916604236e+00,-4.165381197736498287e+00,-3.301580744545668189e+00,-3.277234766799143717e+00,-3.172792598195600000e+00,-3.165855094058351415e+00
1.199999999999999956e+00,-4.416152590268092482e+00,-4.416152590268091593e+00,-3.415965535193591140e+00,-3.403876056877422673e+00,-3.278219600372647591e+00,-3.278219600372644482e+00
1.399999999999999911e+00,-4.902781729710294911e+00,-4.902781729710294911e+00,-3.737350148585146581e+00,-3.614442296228022045e+00,-3.522734623007261590e+00,-3.522734623007261145e+00
1.600000000000000089e+00,-5.416886466555454582e+00,-5.416886466555452806e+00,-3.970610712605916248e+00,-3.969237374803933349e+00,-3.800098100270233203e+00,-3.800098100270232759e+00
1.800000000000000044e+00,-5.949623147576132531e+00,-5.949623147576129867e+00,-4.269009788139697115e+00,-4.108545588275468674e+00,-4.108545588275468674e+00,-2.762014295374950912e+00
2.000000000000000000e+00,-6.495538339853976773e+00,-6.495538339853974996e+00,-4.618509631534696069e+00,-4.440642932023667555e+00,-4.440642932023666667e+00,-3.625421100886345283e+00
